Vehicle_ID,State,Vehicle_Type,Fuel_Type,EV_Status,Manufacturer,Model,Year_of_Manufacture,Units_Sold,Price,Mileage_kmpl,CO2_Emission_g_km,Registration_City
V0996,Kerala,Auto,Petrol,No,Piaggio,Ape,2012,2226,1342994,17.1,160.5,Jaipur
V0997,Delhi,Car,Electric,Yes,Kia,Seltos,2015,9766,2326590,0.0,0.0,Hyderabad
V0998,Bihar,Bike,Electric,Yes,Royal Enfield,Hunter 350,2020,455,1524467,0.0,0.0,Delhi
V0999,Tamil Nadu,Car,Electric,Yes,Hyundai,Venue,2021,12335,769730,0.0,0.0,Delhi
V1000,Gujarat,Auto,Diesel,No,Bajaj,Pulsar,2022,295,1529257,22.8,125.3,Hyderabad
V1001,Uttarakhand,Truck,Diesel,No,Tata,Punch,2015,12408,2445711,17.3,103.1,Hyderabad
V1002,Rajasthan,Bus,Hybrid,No,Tata,Punch,2010,6515,1707915,14.2,135.9,Kolkata
V1003,Maharashtra,SUV,Hybrid,No,Hyundai,i20,2010,12621,1958531,29.8,102.2,Hyderabad
V1004,Maharashtra,Auto,Diesel,No,Piaggio,Porter,2012,7416,891877,11.4,177.2,Jaipur
V1005,Jharkhand,Auto,Hybrid,No,Bajaj,Chetak,2024,7704,153962,17.9,157.2,Jaipur
V1006,Telangana,Van,Petrol,No,Tata,Punch,2018,3532,1108522,14.7,124.5,Ahmedabad
V1007,Chhattisgarh,Bus,Electric,Yes,Tata,Punch,2020,5981,2206078,0.0,0.0,Mumbai
V1008,Uttar Pradesh,Car,Petrol,No,Toyota,Fortuner,2015,2613,2397932,16.2,189.9,Kolkata
V1009,Uttar Pradesh,Car,Diesel,No,Maruti,Baleno,2016,7396,1875465,18.2,132.2,Kolkata
V1010,Gujarat,Truck,Petrol,No,Ashok Leyland,Dost,2020,12717,1129715,11.8,178.0,Ahmedabad
V1011,Uttar Pradesh,SUV,Petrol,No,MG,Hector,2014,6126,1157495,20.6,173.2,Delhi
V1012,Jharkhand,Bike,Hybrid,No,Bajaj,Pulsar,2010,3481,372459,19.7,177.5,Chennai
V1013,Gujarat,Van,Diesel,No,Maruti,Alto,2018,8929,1334781,28.2,126.5,Mumbai
V1014,Karnataka,Car,Electric,Yes,Maruti,Baleno,2014,3783,1195112,0.0,0.0,Bengaluru
V1015,Karnataka,Truck,Electric,Yes,Mahindra,Jeeto,2017,3767,2269386,0.0,0.0,Bengaluru
V1016,Rajasthan,Car,Diesel,No,Kia,Sonet,2012,13201,815207,20.7,175.4,Lucknow
V1017,Madhya Pradesh,Truck,Electric,Yes,Tata,Nexon,2024,11987,208554,0.0,0.0,Delhi
V1018,Jharkhand,Auto,Electric,Yes,Bajaj,Pulsar,2020,577,452556,0.0,0.0,Bengaluru
V1019,Assam,Bus,Electric,Yes,Ashok Leyland,Dost,2017,2672,449727,0.0,0.0,Mumbai
V1020,Chhattisgarh,Van,Hybrid,No,Force Motors,Gurkha,2024,6280,173622,24.5,199.0,Lucknow
V1021,Maharashtra,Truck,Petrol,No,Tata,Tiago,2018,4355,220950,29.1,140.4,Chennai
V1022,Assam,Car,Hybrid,No,Hyundai,Venue,2010,6017,2182248,14.4,198.9,Hyderabad
V1023,Telangana,Auto,Petrol,No,Bajaj,Chetak,2011,13207,1181651,23.8,141.3,Jaipur
V1024,Bihar,Truck,Electric,Yes,Ashok Leyland,Dost,2014,2696,1677883,0.0,0.0,Hyderabad
V1025,Andhra Pradesh,Van,Electric,Yes,Maruti,Alto,2021,2051,2033937,0.0,0.0,Chennai
V1026,Bihar,SUV,Hybrid,No,Tata,Punch,2022,2336,323091,10.6,119.2,Hyderabad
V1027,Gujarat,Van,Diesel,No,Tata,Punch,2024,7731,524825,17.9,177.4,Hyderabad
V1028,Uttarakhand,Bike,Petrol,No,Bajaj,Chetak,2013,7871,755584,10.8,170.0,Hyderabad
V1029,Bihar,Van,Petrol,No,Tata,Punch,2019,12940,2240922,13.4,196.0,Ahmedabad
V1030,Bihar,Auto,Diesel,No,Bajaj,Chetak,2012,10050,1054926,13.1,133.4,Kolkata
V1031,Tamil Nadu,Bus,Hybrid,No,Tata,Tiago,2024,7804,1945599,25.9,107.1,Lucknow
V1032,Assam,SUV,Electric,Yes,MG,Astor,2023,11751,1469775,0.0,0.0,Kolkata
V1033,Uttar Pradesh,Bike,Electric,Yes,Honda,Amaze,2021,14526,2285390,0.0,0.0,Bengaluru
V1034,Madhya Pradesh,Van,Petrol,No,Maruti,Ertiga,2020,11178,1040463,22.2,195.1,Hyderabad
V1035,Haryana,Bike,Electric,Yes,Bajaj,Chetak,2010,7243,604707,0.0,0.0,Delhi
V1036,Telangana,Truck,Electric,Yes,Eicher,Pro 2049,2011,6011,2081490,0.0,0.0,Lucknow
V1037,Odisha,Bus,Diesel,No,Tata,Nexon,2015,1117,1867439,11.0,164.3,Mumbai
V1038,Punjab,Car,Electric,Yes,Honda,Amaze,2022,13963,1757873,0.0,0.0,Hyderabad
V1039,Tamil Nadu,Van,Hybrid,No,Force Motors,Traveller,2017,5679,1487012,16.4,136.4,Lucknow
V1040,Punjab,Van,Diesel,No,Force Motors,Gurkha,2021,4647,1295018,21.4,156.2,Delhi
V1041,Assam,Auto,Diesel,No,Piaggio,Porter,2012,8606,2455683,18.9,118.6,Delhi
V1042,Madhya Pradesh,Car,Petrol,No,Tata,Punch,2014,1825,1439513,29.5,159.1,Delhi
V1043,Tamil Nadu,Bus,Petrol,No,Tata,Nexon,2016,10364,1599603,23.0,196.7,Ahmedabad
V1044,Andhra Pradesh,SUV,Petrol,No,Tata,Punch,2024,3341,973940,28.4,107.0,Kolkata
V1045,West Bengal,Car,Electric,Yes,Honda,City,2022,2772,459977,0.0,0.0,Kolkata
V1046,Maharashtra,Auto,Petrol,No,TVS,Apache,2011,12343,1604057,23.7,169.4,Lucknow
V1047,Madhya Pradesh,SUV,Hybrid,No,Tata,Nexon,2020,9172,1777039,16.8,102.8,Bengaluru
V1048,Rajasthan,Truck,Electric,Yes,Ashok Leyland,Dost,2020,8586,2008951,0.0,0.0,Ahmedabad
V1049,Bihar,Van,Diesel,No,Force Motors,Gurkha,2015,3355,1237497,28.8,128.5,Chennai
V1050,Assam,Bike,Electric,Yes,Honda,City,2019,8582,2124278,0.0,0.0,Lucknow
V1051,Haryana,Van,Hybrid,No,Force Motors,Traveller,2022,12395,1880065,19.6,168.1,Chennai
V1052,West Bengal,Truck,Electric,Yes,Tata,Nexon,2024,8974,819306,0.0,0.0,Ahmedabad
V1053,Telangana,Auto,Electric,Yes,Bajaj,Chetak,2019,2160,1322993,0.0,0.0,Jaipur
V1054,Delhi,SUV,Petrol,No,Tata,Tiago,2024,14809,1528921,14.9,192.2,Bengaluru
V1055,West Bengal,Car,Hybrid,No,Maruti,Baleno,2016,11219,2451740,20.9,194.5,Delhi
V1056,Rajasthan,Auto,Diesel,No,TVS,Jupiter,2016,13615,469642,15.9,176.7,Chennai
V1057,Gujarat,Truck,Petrol,No,Tata,Punch,2023,236,1336033,27.0,105.9,Jaipur
V1058,Punjab,Truck,Diesel,No,Eicher,Pro 3015,2015,13672,80557,13.8,178.0,Hyderabad
V1059,Tamil Nadu,Truck,Petrol,No,Mahindra,Bolero,2010,6705,1786984,16.0,125.4,Bengaluru
V1060,Madhya Pradesh,Bus,Electric,Yes,Tata,Punch,2017,7021,1091309,0.0,0.0,Ahmedabad
V1061,Delhi,Auto,Hybrid,No,Bajaj,Chetak,2016,832,2331822,13.1,138.4,Delhi
V1062,Punjab,Car,Diesel,No,Kia,Seltos,2023,8959,669934,28.6,181.7,Mumbai
V1063,Odisha,Car,Diesel,No,Honda,City,2022,12295,1387944,27.9,127.6,Hyderabad
V1064,Assam,Truck,Hybrid,No,Eicher,Pro 3015,2024,3089,339056,20.6,133.9,Ahmedabad
V1065,Assam,Van,Diesel,No,Tata,Nexon,2015,3135,1901601,23.5,155.0,Delhi
V1066,Bihar,SUV,Diesel,No,Tata,Punch,2016,12689,356498,21.0,134.1,Chennai
V1067,Telangana,Auto,Diesel,No,TVS,Apache,2017,14335,1668805,20.3,152.7,Kolkata
V1068,Assam,Car,Electric,Yes,Honda,Amaze,2012,2847,992267,0.0,0.0,Hyderabad
V1069,Madhya Pradesh,Auto,Electric,Yes,TVS,Jupiter,2013,7395,440921,0.0,0.0,Delhi
V1070,Uttar Pradesh,SUV,Electric,Yes,Hyundai,Venue,2019,11882,815666,0.0,0.0,Hyderabad
V1071,Maharashtra,Bike,Petrol,No,Royal Enfield,Hunter 350,2017,13453,2259301,23.3,115.4,Mumbai
V1072,Uttarakhand,Bus,Diesel,No,Volvo,9400,2014,9644,1286713,12.8,124.1,Jaipur
V1073,Madhya Pradesh,Auto,Petrol,No,TVS,Jupiter,2021,3002,2313074,28.1,123.4,Ahmedabad
V1074,Rajasthan,SUV,Hybrid,No,MG,Astor,2023,11162,1149061,14.3,123.8,Jaipur
V1075,Uttarakhand,Truck,Electric,Yes,Tata,Tiago,2015,2458,721042,0.0,0.0,Jaipur
V1076,Assam,Van,Petrol,No,Maruti,Alto,2015,2851,1887688,13.9,110.6,Delhi
V1077,Uttarakhand,Car,Diesel,No,Maruti,Swift,2020,6922,2308301,27.5,120.2,Hyderabad
V1078,West Bengal,Auto,Electric,Yes,Bajaj,Pulsar,2024,10897,1000550,0.0,0.0,Lucknow
V1079,Tamil Nadu,Truck,Electric,Yes,Eicher,Pro 2049,2012,7394,545380,0.0,0.0,Hyderabad
V1080,Delhi,Truck,Electric,Yes,Eicher,Pro 3015,2015,8589,719161,0.0,0.0,Lucknow
V1081,Kerala,SUV,Petrol,No,Hyundai,Venue,2020,6908,2488637,15.2,140.7,Bengaluru
V1082,Punjab,Car,Petrol,No,Hyundai,Venue,2021,12753,1722694,18.3,113.5,Kolkata
V1083,Telangana,Truck,Hybrid,No,Ashok Leyland,Dost,2012,381,962278,14.1,162.3,Kolkata
V1084,Haryana,Bike,Electric,Yes,Royal Enfield,Classic 350,2016,11072,622648,0.0,0.0,Kolkata
V1085,Andhra Pradesh,SUV,Electric,Yes,Tata,Tiago,2012,11251,719895,0.0,0.0,Jaipur
V1086,Assam,Car,Hybrid,No,Kia,Sonet,2022,762,677293,28.5,127.6,Kolkata
V1087,Andhra Pradesh,Car,Hybrid,No,Hyundai,Venue,2022,2444,971654,13.7,183.3,Jaipur
V1088,Bihar,Auto,Diesel,No,Piaggio,Ape,2016,12684,980578,13.7,132.0,Jaipur
V1089,Andhra Pradesh,Truck,Electric,Yes,Tata,Nexon,2019,8800,2215825,0.0,0.0,Ahmedabad
V1090,Haryana,SUV,Hybrid,No,MG,Astor,2017,6921,2299288,20.4,153.7,Bengaluru
V1091,Gujarat,Auto,Diesel,No,Bajaj,Chetak,2019,9641,2338740,24.9,142.8,Jaipur
V1092,Delhi,Bike,Diesel,No,Royal Enfield,Classic 350,2014,787,1140085,26.4,173.3,Kochi
V1093,Andhra Pradesh,SUV,Diesel,No,Hyundai,Creta,2016,9103,1091920,23.0,130.0,Bengaluru
V1094,Telangana,SUV,Electric,Yes,Tata,Punch,2016,10988,2425683,0.0,0.0,Hyderabad
V1095,Uttar Pradesh,Van,Diesel,No,Tata,Nexon,2013,2869,836233,20.9,162.9,Jaipur
V1096,Haryana,SUV,Diesel,No,Hyundai,i20,2010,10900,718276,27.5,184.9,Jaipur
V1097,Kerala,Auto,Diesel,No,Piaggio,Porter,2014,13308,2150752,21.0,150.2,Chennai
V1098,Tamil Nadu,Car,Hybrid,No,Kia,Sonet,2021,12642,2265299,20.2,198.0,Kochi
V1099,Odisha,Bike,Electric,Yes,Bajaj,Pulsar,2022,4606,427270,0.0,0.0,Kochi
V1100,Punjab,Truck,Diesel,No,Ashok Leyland,Dost,2013,5057,882808,15.5,141.1,Ahmedabad
V1101,Gujarat,Bike,Hybrid,No,TVS,Apache,2024,11298,2101529,18.2,120.2,Chennai
V1102,Rajasthan,Bus,Hybrid,No,Tata,Nexon,2023,5513,155570,11.9,143.9,Jaipur
V1103,Karnataka,Bus,Electric,Yes,Volvo,9400,2019,3383,2453996,0.0,0.0,Kochi
V1104,Gujarat,Auto,Petrol,No,Bajaj,Chetak,2013,7778,2353787,12.3,174.2,Chennai
V1105,Bihar,SUV,Electric,Yes,Tata,Nexon,2010,5232,2443642,0.0,0.0,Bengaluru
V1106,Tamil Nadu,Auto,Electric,Yes,Piaggio,Ape,2023,5617,2127854,0.0,0.0,Ahmedabad
V1107,Maharashtra,Bus,Diesel,No,Ashok Leyland,Captain,2019,14460,1042070,27.1,139.0,Lucknow
V1108,Odisha,Van,Diesel,No,Force Motors,Gurkha,2024,1374,1449420,15.9,194.6,Chennai
V1109,Rajasthan,Auto,Diesel,No,TVS,Jupiter,2016,7429,1114466,19.1,189.7,Mumbai
V1110,Jharkhand,Car,Hybrid,No,Maruti,Swift,2015,3709,2104009,17.8,178.0,Hyderabad
V1111,Rajasthan,Car,Diesel,No,Maruti,Swift,2017,4980,647406,21.8,126.0,Lucknow
V1112,Punjab,SUV,Electric,Yes,Mahindra,Jeeto,2019,12101,2262046,0.0,0.0,Bengaluru
V1113,Uttar Pradesh,Van,Electric,Yes,Tata,Tiago,2017,2302,2228615,0.0,0.0,Kochi
V1114,Haryana,Truck,Petrol,No,Eicher,Pro 3015,2017,5553,1676909,28.7,195.4,Kochi
V1115,Uttarakhand,Truck,Petrol,No,Mahindra,Bolero,2024,10610,2307764,25.9,108.2,Hyderabad
V1116,Uttar Pradesh,Truck,Hybrid,No,Ashok Leyland,Dost,2019,12860,1576679,28.9,132.5,Lucknow
V1117,Chhattisgarh,Bus,Electric,Yes,Tata,Punch,2015,11393,1999695,0.0,0.0,Delhi
V1118,Punjab,Bus,Electric,Yes,Ashok Leyland,Captain,2020,5335,1750910,0.0,0.0,Bengaluru
V1119,Telangana,Bike,Diesel,No,Honda,City,2021,4608,2234534,14.9,146.3,Bengaluru
V1120,Bihar,Car,Hybrid,No,Honda,City,2022,10913,1848517,30.0,140.8,Lucknow
V1121,Chhattisgarh,Truck,Diesel,No,Eicher,Pro 2049,2022,10451,1018372,26.2,169.8,Lucknow
V1122,Bihar,Bike,Diesel,No,TVS,Apache,2010,3745,81737,10.2,157.9,Kolkata
V1123,Uttar Pradesh,Auto,Electric,Yes,Bajaj,Pulsar,2010,11705,424562,0.0,0.0,Lucknow
V1124,Kerala,Auto,Petrol,No,Piaggio,Ape,2022,3860,2202156,11.6,168.2,Kochi
V1125,Gujarat,Van,Electric,Yes,Tata,Tiago,2020,14251,1400524,0.0,0.0,Hyderabad
V1126,Chhattisgarh,Auto,Petrol,No,Piaggio,Ape,2016,14330,1167238,19.5,118.9,Ahmedabad
V1127,Assam,Van,Electric,Yes,Force Motors,Gurkha,2018,10012,2060493,0.0,0.0,Lucknow
V1128,Karnataka,SUV,Petrol,No,Mahindra,Bolero,2010,9106,1673042,19.0,148.8,Kolkata
V1129,Uttarakhand,Bike,Electric,Yes,TVS,Apache,2024,3087,507322,0.0,0.0,Kolkata
V1130,Bihar,Truck,Diesel,No,Mahindra,Jeeto,2021,11713,1311287,14.8,152.4,Delhi
V1131,Rajasthan,Car,Hybrid,No,Honda,Amaze,2012,3736,1012046,22.6,101.4,Bengaluru
V1132,Madhya Pradesh,Bus,Diesel,No,Volvo,9600,2012,5279,1447798,13.9,190.0,Bengaluru
V1133,Assam,Bike,Electric,Yes,Hero,HF Deluxe,2018,1258,2359839,0.0,0.0,Lucknow
V1134,Assam,Van,Electric,Yes,Tata,Nexon,2018,7348,1166801,0.0,0.0,Hyderabad
V1135,Bihar,Auto,Diesel,No,Bajaj,Pulsar,2010,5728,2009909,16.4,153.7,Chennai
V1136,Tamil Nadu,Van,Electric,Yes,Maruti,Ertiga,2020,7862,377682,0.0,0.0,Lucknow
V1137,Bihar,Auto,Hybrid,No,TVS,Jupiter,2019,5546,871745,12.0,170.0,Kochi
V1138,Uttarakhand,Car,Hybrid,No,Honda,Amaze,2016,5143,382661,25.8,169.6,Chennai
V1139,Kerala,SUV,Petrol,No,Mahindra,Jeeto,2019,14196,1273213,26.9,146.0,Bengaluru
V1140,Punjab,Auto,Diesel,No,TVS,Jupiter,2019,4854,710647,21.5,185.3,Delhi
V1141,Karnataka,Van,Electric,Yes,Tata,Tiago,2010,2740,1208701,0.0,0.0,Bengaluru
V1142,Gujarat,Auto,Hybrid,No,Piaggio,Porter,2010,11083,664153,17.1,109.7,Jaipur
V1143,Uttarakhand,Truck,Petrol,No,Mahindra,Jeeto,2015,11690,1761423,22.5,163.6,Chennai
V1144,Assam,SUV,Electric,Yes,MG,Hector,2017,4964,1085096,0.0,0.0,Bengaluru
V1145,Tamil Nadu,SUV,Petrol,No,Mahindra,Jeeto,2014,10427,583596,14.1,162.9,Mumbai
V1146,Uttar Pradesh,Bus,Hybrid,No,Volvo,9400,2024,4850,201501,21.8,195.8,Jaipur
V1147,Punjab,Truck,Diesel,No,Eicher,Pro 3015,2018,10031,2436852,25.6,172.5,Kochi
V1148,Uttarakhand,Bike,Electric,Yes,Royal Enfield,Hunter 350,2010,10536,1758062,0.0,0.0,Hyderabad
V1149,Karnataka,Car,Hybrid,No,Hyundai,i20,2021,4320,651918,29.0,116.1,Delhi
V1150,Uttarakhand,Van,Petrol,No,Tata,Punch,2019,9164,2478766,25.7,132.5,Hyderabad
V1151,Gujarat,Auto,Diesel,No,Piaggio,Porter,2018,13063,2306052,25.3,106.1,Kochi
V1152,Maharashtra,SUV,Electric,Yes,Hyundai,i20,2014,5084,2481839,0.0,0.0,Kochi
V1153,Assam,Truck,Petrol,No,Eicher,Pro 3015,2017,7150,2007126,18.1,193.3,Bengaluru
V1154,Karnataka,Truck,Petrol,No,Ashok Leyland,Captain,2014,9481,1353129,12.5,147.1,Lucknow
V1155,Chhattisgarh,Auto,Petrol,No,Bajaj,Chetak,2022,12012,814930,16.2,152.2,Jaipur
V1156,Gujarat,Bus,Petrol,No,Tata,Nexon,2023,13180,2166042,25.5,130.9,Mumbai
V1157,Rajasthan,Bike,Diesel,No,TVS,Jupiter,2012,5505,911830,13.3,153.3,Ahmedabad
V1158,Tamil Nadu,Auto,Electric,Yes,Piaggio,Porter,2015,2240,678323,0.0,0.0,Lucknow
V1159,Maharashtra,SUV,Diesel,No,Mahindra,Jeeto,2016,3446,2323588,16.6,105.2,Kochi
V1160,Odisha,SUV,Diesel,No,Tata,Punch,2011,5525,1540431,19.5,178.7,Bengaluru
V1161,Telangana,Car,Electric,Yes,Maruti,Baleno,2018,4652,674811,0.0,0.0,Kochi
V1162,Gujarat,SUV,Diesel,No,Hyundai,i20,2015,11138,1533178,16.2,163.2,Bengaluru
V1163,Uttarakhand,Bus,Diesel,No,Volvo,9600,2017,197,1268684,13.2,155.1,Lucknow
V1164,Madhya Pradesh,SUV,Electric,Yes,Mahindra,Bolero,2021,961,1028339,0.0,0.0,Bengaluru
V1165,Rajasthan,Bus,Petrol,No,Volvo,9600,2017,5556,1242490,21.8,114.2,Kolkata
V1166,Gujarat,Auto,Hybrid,No,TVS,Apache,2023,9797,2183730,13.0,144.0,Chennai
V1167,Haryana,Car,Electric,Yes,Maruti,Swift,2016,6515,1798948,0.0,0.0,Bengaluru
V1168,Uttar Pradesh,Bike,Petrol,No,Hero,HF Deluxe,2010,2334,1348889,21.6,174.0,Chennai
V1169,Assam,SUV,Electric,Yes,Hyundai,i20,2019,9374,394595,0.0,0.0,Bengaluru
V1170,Kerala,Truck,Petrol,No,Mahindra,Jeeto,2024,13565,551830,22.7,178.0,Bengaluru
V1171,Maharashtra,Bike,Hybrid,No,Bajaj,Pulsar,2022,2304,2316822,27.8,133.8,Kochi
V1172,Karnataka,Bus,Diesel,No,Volvo,9400,2024,3306,1751085,17.7,135.1,Delhi
V1173,Delhi,Van,Hybrid,No,Tata,Punch,2010,6050,165609,17.6,148.4,Lucknow
V1174,Haryana,Truck,Hybrid,No,Ashok Leyland,Captain,2016,2560,1144300,15.6,143.7,Chennai
V1175,Delhi,Bus,Electric,Yes,Tata,Tiago,2020,959,1909773,0.0,0.0,Chennai
V1176,Punjab,Bus,Petrol,No,Ashok Leyland,Dost,2011,6122,1550021,26.6,120.4,Chennai
V1177,Bihar,Bus,Electric,Yes,Volvo,9600,2010,4565,2359470,0.0,0.0,Hyderabad
V1178,Tamil Nadu,Truck,Electric,Yes,Ashok Leyland,Captain,2022,7677,2098792,0.0,0.0,Chennai
V1179,Maharashtra,Truck,Electric,Yes,Eicher,Pro 3015,2023,6114,1513741,0.0,0.0,Bengaluru
V1180,Kerala,Bus,Hybrid,No,Tata,Tiago,2016,11264,1021519,24.2,175.3,Kochi
V1181,Odisha,Car,Diesel,No,Toyota,Fortuner,2013,6063,1364746,25.1,157.0,Delhi
V1182,Chhattisgarh,Car,Electric,Yes,Hyundai,i20,2023,4853,598266,0.0,0.0,Kolkata
V1183,Rajasthan,SUV,Petrol,No,Hyundai,Venue,2010,13197,421007,12.6,185.4,Mumbai
V1184,Kerala,Bike,Electric,Yes,Bajaj,Chetak,2017,11449,111991,0.0,0.0,Jaipur
V1185,Bihar,Car,Diesel,No,Kia,Seltos,2017,10237,1047930,28.1,150.0,Kochi
V1186,Uttar Pradesh,Bike,Electric,Yes,Royal Enfield,Hunter 350,2010,3013,724894,0.0,0.0,Bengaluru
V1187,Haryana,Bike,Petrol,No,Hero,HF Deluxe,2016,5786,1411121,15.2,106.9,Delhi
V1188,Tamil Nadu,Van,Diesel,No,Tata,Nexon,2016,14957,166547,15.5,116.5,Kochi
V1189,Madhya Pradesh,Auto,Diesel,No,Piaggio,Porter,2023,2535,410697,20.2,154.3,Kochi
V1190,Chhattisgarh,Car,Electric,Yes,Kia,Sonet,2012,3815,1651787,0.0,0.0,Bengaluru
V1191,Chhattisgarh,Truck,Petrol,No,Eicher,Pro 3015,2012,2523,1429024,13.9,117.2,Jaipur
V1192,Karnataka,Bus,Hybrid,No,Volvo,9600,2014,11261,570122,12.3,129.5,Chennai
V1193,Bihar,SUV,Diesel,No,Hyundai,i20,2017,3897,258203,20.3,180.3,Bengaluru
V1194,Karnataka,Bus,Hybrid,No,Tata,Nexon,2021,9804,377327,20.1,135.0,Chennai
V1195,West Bengal,Bus,Electric,Yes,Tata,Tiago,2013,8883,763631,0.0,0.0,Lucknow
V1196,Bihar,Truck,Electric,Yes,Tata,Punch,2015,13694,1555371,0.0,0.0,Bengaluru
V1197,Jharkhand,Car,Hybrid,No,Kia,Seltos,2010,13283,1867801,18.0,173.7,Hyderabad
V1198,West Bengal,Van,Petrol,No,Force Motors,Gurkha,2018,7519,1820646,19.6,137.6,Mumbai
V1199,Chhattisgarh,Auto,Diesel,No,TVS,Jupiter,2017,4157,875184,11.2,101.4,Kochi
V1200,Madhya Pradesh,Bus,Electric,Yes,Volvo,9400,2019,14367,2135801,0.0,0.0,Lucknow
V1201,Telangana,Van,Petrol,No,Tata,Punch,2016,12615,2167734,13.9,165.2,Kolkata
V1202,Gujarat,SUV,Petrol,No,MG,Astor,2018,906,2313780,20.7,188.0,Jaipur
V1203,Odisha,Truck,Electric,Yes,Mahindra,Bolero,2016,9668,2341934,0.0,0.0,Hyderabad
V1204,Gujarat,Truck,Petrol,No,Mahindra,Jeeto,2010,3942,1617872,26.6,195.8,Kolkata
V1205,Assam,Van,Diesel,No,Force Motors,Gurkha,2023,3526,1823296,20.3,182.5,Lucknow
V1206,Punjab,SUV,Electric,Yes,Tata,Nexon,2017,9560,1216490,0.0,0.0,Lucknow
V1207,Assam,Auto,Petrol,No,Piaggio,Ape,2019,9069,1214258,18.1,102.0,Delhi
V1208,Karnataka,Bike,Electric,Yes,TVS,Jupiter,2019,3546,129649,0.0,0.0,Chennai
V1209,Rajasthan,Van,Petrol,No,Tata,Tiago,2023,13232,1034368,15.4,161.6,Mumbai
V1210,Rajasthan,Van,Petrol,No,Force Motors,Traveller,2010,9438,1824380,12.0,103.3,Hyderabad
V1211,Gujarat,Bike,Electric,Yes,Royal Enfield,Hunter 350,2024,1283,1095914,0.0,0.0,Delhi
V1212,Delhi,Bus,Electric,Yes,Ashok Leyland,Dost,2023,5108,785780,0.0,0.0,Delhi
V1213,Delhi,Truck,Electric,Yes,Mahindra,Bolero,2014,14662,1133902,0.0,0.0,Delhi
V1214,Punjab,Van,Hybrid,No,Tata,Punch,2020,9386,1027190,15.9,106.2,Hyderabad
V1215,Bihar,Auto,Petrol,No,Piaggio,Porter,2012,10195,2078596,19.6,193.6,Kochi
V1216,Madhya Pradesh,Bike,Electric,Yes,Hero,HF Deluxe,2012,6045,2283889,0.0,0.0,Lucknow
V1217,Assam,Van,Hybrid,No,Force Motors,Traveller,2017,5115,860286,22.8,140.6,Jaipur
V1218,West Bengal,Bike,Hybrid,No,TVS,Apache,2015,2840,728421,20.8,133.3,Mumbai
V1219,Rajasthan,SUV,Diesel,No,MG,Hector,2023,6152,927347,19.2,182.3,Kochi
V1220,Odisha,Van,Diesel,No,Force Motors,Gurkha,2023,6328,185273,24.9,105.4,Mumbai
V1221,West Bengal,Auto,Hybrid,No,Bajaj,Pulsar,2012,179,122933,12.3,126.2,Hyderabad
V1222,Kerala,Van,Diesel,No,Tata,Nexon,2011,6829,1954396,18.7,159.8,Bengaluru
V1223,Karnataka,Bus,Hybrid,No,Ashok Leyland,Captain,2023,5869,1489566,10.5,144.1,Jaipur
V1224,Uttar Pradesh,Truck,Petrol,No,Ashok Leyland,Dost,2015,11793,2481958,12.4,192.0,Chennai
V1225,Punjab,Auto,Hybrid,No,TVS,Apache,2019,10251,713253,13.6,119.8,Ahmedabad
V1226,Karnataka,SUV,Electric,Yes,MG,Hector,2017,11857,1997667,0.0,0.0,Chennai
V1227,Telangana,Bus,Hybrid,No,Volvo,9400,2019,12547,1765454,17.0,132.1,Delhi
V1228,Kerala,Car,Petrol,No,Hyundai,Creta,2024,10731,183777,10.5,166.5,Bengaluru
V1229,Haryana,SUV,Electric,Yes,MG,Hector,2021,8877,1290067,0.0,0.0,Lucknow
V1230,Bihar,Bus,Electric,Yes,Ashok Leyland,Captain,2011,12724,137099,0.0,0.0,Bengaluru
V1231,Uttar Pradesh,Bus,Diesel,No,Ashok Leyland,Captain,2010,4910,2248269,26.4,179.3,Kochi
V1232,Madhya Pradesh,Van,Petrol,No,Tata,Nexon,2024,5035,2184663,29.7,100.4,Kochi
V1233,Maharashtra,Truck,Hybrid,No,Tata,Tiago,2016,5458,1656808,22.8,148.9,Kolkata
V1234,Kerala,Auto,Electric,Yes,TVS,Jupiter,2024,947,611796,0.0,0.0,Delhi
V1235,Andhra Pradesh,Truck,Petrol,No,Mahindra,Bolero,2024,13988,677564,10.3,189.1,Mumbai
V1236,Telangana,Bus,Hybrid,No,Ashok Leyland,Captain,2011,2458,2412330,27.8,199.6,Kolkata
V1237,Kerala,SUV,Diesel,No,MG,Hector,2023,3461,647088,17.8,125.9,Hyderabad
V1238,Jharkhand,Truck,Electric,Yes,Mahindra,Bolero,2024,12501,1784102,0.0,0.0,Mumbai
V1239,Delhi,Van,Hybrid,No,Tata,Punch,2022,9976,527486,18.4,197.1,Hyderabad
V1240,Madhya Pradesh,Truck,Diesel,No,Eicher,Pro 3015,2011,8183,2116100,21.5,103.4,Mumbai
V1241,Odisha,Van,Electric,Yes,Tata,Nexon,2012,9989,2286167,0.0,0.0,Hyderabad
V1242,Maharashtra,Bike,Hybrid,No,Hero,HF Deluxe,2020,4334,933807,26.3,188.3,Ahmedabad
V1243,Odisha,Auto,Hybrid,No,Bajaj,Chetak,2016,5426,2140578,13.7,179.2,Mumbai
V1244,Tamil Nadu,Truck,Diesel,No,Ashok Leyland,Captain,2014,10296,2397039,24.3,102.0,Bengaluru
V1245,Delhi,Car,Petrol,No,Tata,Tiago,2022,4181,1638685,13.5,128.5,Kochi
